activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300TKFZR4QBNE5D40,20500,NC,37077,37077970200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,1,1,2,2,2,265000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,1,1,3,5,1,NA,85,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4327,52.72,92900,69,1138,1806,38
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071102,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,225000.0,100.0,4.75,0.747,2,19574.6,NA,9763.57,4499.18,,372,NA,NA,2,1,2,2,215000,2,1,1,1,1,NA,183,37,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,5014,37.34,66400,128,1343,1937,28
2022,549300TKFZR4QBNE5D40,34820,NC,37019,37019020204,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,3,0,2,2,1,1,2,2,2,265000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,205000,2,1,1,1,1,NA,47,43,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,4,,,,6424,13.64,77500,99,2124,3252,22
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151030900,C,FSA/RHS:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,4,1,1,2,2,2,185000.0,100.0,4.0,1.045,2,11595.42,NA,6761.71,4871.71,,360,NA,NA,2,2,2,2,185000,2,1,1,1,1,NA,58,20%-<30%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,25-34,No,No,1,1,4,,,,,10,,,,3583,14.07,70300,93,1531,2138,44
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,32,1,2,2,2,135000.0,72.973,3.25,0.377,2,10494.97,NA,6010.86,4120.86,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,65,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,7061,25.31,92900,77,2534,3002,25
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151031303,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,205000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,61,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4298,10.54,70300,106,1557,1940,43
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155961700,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,165000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,56,NA,9,9,1,13,,,,1,13,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,No,1,1,6,,,,,10,,,,4322,73.67,66900,68,1124,2251,46
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155960102,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,4,0,2,2,1,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,45,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4594,59.01,66900,101,1108,1936,45
2022,549300TKFZR4QBNE5D40,99999,NC,37043,37043950101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,4,0,2,1,1,1,2,2,2,285000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,62,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,2782,7.91,66900,153,1102,2195,34
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920100,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,245000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,235000,2,1,1,1,1,NA,67,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,4,,,,6861,36.29,92900,85,2179,3108,32
2022,549300TKFZR4QBNE5D40,99999,NC,37099,37099950500,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,255000.0,84.163,4.25,-0.182,2,19686.3,NA,11289.15,5646.15,,372,NA,NA,2,1,2,2,295000,2,1,1,1,1,NA,43,49,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,35-44,65-74,No,Yes,1,1,1,,,,,10,,,,5713,13.5,66900,98,2146,3969,32
2022,549300TKFZR4QBNE5D40,16740,NC,37025,37025041702,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,32,1,2,2,2,145000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,2,1,1,1,1,NA,57,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,3448,7.45,91700,97,940,1449,36
2022,549300TKFZR4QBNE5D40,20500,NC,37077,37077970701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,1,31,1,2,2,2,545000.0,94.271,4.875,0.527,2,4948.19,NA,1890.0,,,372,NA,12,2,1,2,2,575000,1,1,3,5,1,NA,177,38,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5437,28.51,92900,98,1813,2170,27
2022,549300TKFZR4QBNE5D40,99999,NC,37045,37045950101,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,185000.0,96.194,4.75,2.315,2,14489.47,NA,8225.92,3710.92,,372,NA,12,2,1,2,2,185000,2,1,1,1,1,NA,74,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5060,6.21,66900,78,1319,2365,36
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920100,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,White,Female,3,0,2,2,31,1,2,2,2,215000.0,68.67,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,245000,2,1,1,1,1,NA,27,50%-60%,2,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,1,,,,6861,36.29,92900,85,2179,3108,32
2022,549300TKFZR4QBNE5D40,99999,NC,37017,37017950602,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Joint,1,71,2,2,1,1,2,2,2,245000.0,96.434,5.0,1.719,2,19937.44,NA,11212.28,5743.68,,372,NA,NA,2,1,2,2,245000,2,1,1,1,1,NA,76,47,1,1,2,,,,,2,,,,,2,2,3,,,,,3,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,2273,77.96,66900,96,809,1353,34
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151031001,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,185000.0,96.5,4.625,1.671,2,10057.93,NA,4197.43,2307.43,,360,NA,NA,2,2,2,2,185000,2,1,1,1,1,NA,59,42,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,2881,31.62,70300,73,766,1116,44
2022,549300TKFZR4QBNE5D40,99999,NC,37181,37181960500,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,285000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,235000,2,1,1,1,1,NA,27,>60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,2,,,,4650,82.02,66900,81,611,2033,51
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002804,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,225000.0,99.577,5.75,0.518,2,15741.53,NA,8664.16,3387.08,,372,NA,NA,2,1,2,2,225000,2,1,1,1,1,NA,44,48,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5343,11.02,80300,97,1642,2260,27
2022,549300TKFZR4QBNE5D40,39580,NC,37101,37101041105,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Male,1,71,2,2,31,1,2,2,2,185000.0,75.51,4.5,1.324,2,11532.07,NA,5654.74,3764.74,,360,NA,NA,2,2,2,2,245000,2,1,1,1,1,NA,46,30%-<36%,1,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3918,36.68,110100,108,1089,1231,28
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920100,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,165000.0,72.0,4.375,0.852,2,5119.71,NA,2700.0,810.0,,300,NA,NA,2,2,2,2,225000,2,1,1,1,1,NA,101,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6861,36.29,92900,85,2179,3108,32
2022,549300TKFZR4QBNE5D40,20500,NC,37145,37145920100,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,195000.0,96.5,4.5,3.098,2,10221.32,NA,3784.5,,,366,NA,6,2,1,2,2,195000,2,1,1,1,1,NA,34,50%-60%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,6861,36.29,92900,85,2179,3108,32
2022,549300TKFZR4QBNE5D40,99999,NC,37005,37005950200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,71,2,1,31,1,2,2,2,305000.0,85.432,5.125,0.947,2,16065.6,NA,13157.9,6048.6,,372,NA,NA,2,1,2,2,355000,1,1,3,5,1,NA,70,44,1,10,11,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3762,21.08,66900,75,1087,1968,42
2022,549300TKFZR4QBNE5D40,99999,NC,37155,37155962002,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,71,2,2,1,1,2,2,2,135000.0,96.5,5.75,2.096,2,11053.88,NA,5203.85,3313.85,,360,NA,NA,2,2,2,2,135000,2,1,1,1,1,NA,106,50%-60%,2,10,2,,,,,5,,,,,2,4,1,5,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,1,,,,,10,,,,2729,90.36,66900,75,933,1311,33
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151030804,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,185000.0,96.5,4.375,0.548,2,14482.6,NA,8247.72,6357.72,,360,NA,NA,2,2,2,2,185000,2,1,1,1,1,NA,54,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,2538,19.35,70300,108,1070,1184,33
2022,549300TKFZR4QBNE5D40,11700,NC,37089,37089931401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,NA,2,1,1,1,1,NA,66,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3965,44.97,80300,72,765,1331,33
2022,549300TKFZR4QBNE5D40,99999,NC,37195,37195000802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,71,2,2,1,1,2,2,2,175000.0,96.5,4.625,0.707,2,11755.59,NA,6628.8,4738.8,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,44,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3383,83.27,66900,68,369,1445,41
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071402,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Black or African American,Male,3,0,2,2,1,1,2,2,2,225000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,225000,2,1,1,1,1,NA,60,36,2,10,3,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,4,,,,11784,49.86,66400,95,982,3389,18
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151031002,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,4,0,2,1,31,1,2,2,2,185000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,72,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,1,1,6,,,,,10,,,,4446,27.89,70300,84,1206,1794,41
2022,549300TKFZR4QBNE5D40,99999,NC,37195,37195000900,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,31,1,2,2,2,215000.0,100.0,4.75,0.27,2,5852.8,NA,3990.0,,,372,NA,12,2,1,2,2,215000,1,1,3,5,1,NA,99,50%-60%,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,3472,28.83,66900,116,1084,1652,32
2022,549300TKFZR4QBNE5D40,11700,NC,37087,37087921302,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,265000.0,94.867,4.25,1.157,2,20494.81,NA,12475.63,6708.63,,372,NA,NA,2,1,2,2,275000,2,1,1,1,1,NA,61,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,5308,8.5,80300,81,1738,2886,43
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151031501,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,215000.0,85.612,6.25,1.623,2,16619.61,NA,9056.63,4001.63,,372,NA,NA,2,1,2,2,245000,2,1,1,1,1,NA,79,36,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,6215,12.26,70300,101,1873,2251,31
2022,549300TKFZR4QBNE5D40,22180,NC,37085,37085071402,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,225000.0,96.5,5.25,1.567,2,18379.15,NA,10480.21,5254.31,,372,NA,NA,2,1,2,2,235000,2,1,1,1,1,NA,54,46,2,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,11784,49.86,66400,95,982,3389,18
2022,549300TKFZR4QBNE5D40,99999,NC,37039,37039930502,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,31,1,2,2,2,215000.0,78.182,5.625,0.967,2,16371.76,NA,9490.24,4375.24,,372,NA,NA,2,1,2,2,275000,2,1,1,1,1,NA,52,50%-60%,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,3587,12.82,66900,103,1325,2312,26
2022,549300TKFZR4QBNE5D40,99999,NC,37125,37125950202,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,365000.0,100.0,4.875,0.332,2,7528.5,NA,5540.0,,,372,NA,12,2,1,2,2,365000,1,1,3,5,1,NA,72,50%-60%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4154,19.21,66900,96,1485,2588,44
2022,549300TKFZR4QBNE5D40,11700,NC,37089,37089930301,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,255000.0,96.5,5.625,1.686,2,16974.04,NA,7953.14,6063.14,,360,NA,NA,2,2,2,2,265000,2,1,1,1,1,NA,105,30%-<36%,3,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,1,1,1,,,,,10,,,,4089,31.5,80300,73,956,1484,19
2022,549300TKFZR4QBNE5D40,99999,NC,37111,37111970904,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,155000.0,39.578,4.875,0.333,2,4029.75,NA,1890.0,,,372,NA,12,2,1,2,2,375000,1,1,3,5,1,NA,117,<20%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,3063,16.32,66900,82,764,1185,27
2022,549300TKFZR4QBNE5D40,22180,NC,37093,37093970107,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,165000.0,96.5,4.875,1.466,2,10165.12,NA,3588.06,,,366,NA,6,2,1,2,2,165000,2,1,1,1,1,NA,33,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,7622,66.37,66400,107,1335,2808,19
2022,549300TKFZR4QBNE5D40,99999,NC,37105,37105030504,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,4,0,2,3,1,1,2,2,2,345000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,366,NA,6,2,1,2,2,NA,2,1,1,1,1,NA,97,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,6547,25.95,66900,78,1290,1731,30
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151030700,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,3,31,1,2,2,2,175000.0,100.0,5.75,0.732,2,10952.29,NA,7911.65,3440.94,,372,NA,NA,2,1,2,2,175000,2,1,1,1,1,NA,78,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,6138,11.73,70300,81,2142,2988,28
2022,549300TKFZR4QBNE5D40,16740,NC,37007,37007920400,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,4,1,1,2,2,2,115000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,30,50%-60%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,6,,,,,1,,,,2475,75.64,91700,33,595,1297,46
2022,549300TKFZR4QBNE5D40,16740,NC,37071,37071030403,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,75000.0,35.897,5.0,1.281,2,4901.54,NA,2789.36,899.36,,180,NA,NA,2,2,2,2,215000,2,1,1,1,1,NA,135,20%-<30%,1,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,2002,14.19,91700,83,634,846,28
2022,549300TKFZR4QBNE5D40,99999,NC,37181,37181960200,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,Black or African American,Male,4,0,2,2,1,1,2,2,2,235000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,88,NA,9,9,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,4107,57.44,66900,111,1307,2375,31
2022,549300TKFZR4QBNE5D40,20500,NC,37037,37037020600,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,31,1,2,2,2,205000.0,80.588,5.125,1.314,2,17550.83,NA,10325.36,5352.86,,372,NA,NA,2,1,2,2,255000,2,1,1,1,1,NA,112,43,1,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,1,1,1,,,,,10,,,,5199,27.29,92900,67,1625,2323,37
2022,549300TKFZR4QBNE5D40,99999,NC,37045,37045951502,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,175000.0,96.499,4.875,1.427,2,10642.65,NA,3614.82,,,366,NA,6,2,1,2,2,185000,2,1,1,1,1,NA,41,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,1325,12.91,66900,131,339,584,30
2022,549300TKFZR4QBNE5D40,99999,NC,37165,37165010601,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,71,2,2,31,1,2,2,2,215000.0,96.5,5.0,1.151,2,17230.0,NA,10542.03,5179.53,,372,NA,NA,2,1,2,2,215000,2,1,1,1,1,NA,135,44,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,3115,65.55,66900,86,1000,1661,41
2022,549300TKFZR4QBNE5D40,99999,NC,37099,37099950500,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,235000.0,96.5,5.125,0.937,2,14580.29,NA,7192.19,5302.19,,360,NA,NA,2,2,2,2,245000,2,1,1,1,1,NA,74,30%-<36%,3,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,1,1,1,,,,,10,,,,5713,13.5,66900,98,2146,3969,32
2022,549300TKFZR4QBNE5D40,99999,NC,37105,37105030504,C,VA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,3,1,1,2,2,2,365000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,82,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,6547,25.95,66900,78,1290,1731,30
2022,549300TKFZR4QBNE5D40,24660,NC,37151,37151031503,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,4,0,2,2,1,1,2,2,2,225000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,372,NA,NA,2,1,2,2,NA,2,1,1,1,1,NA,67,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3026,33.91,70300,78,659,927,37
2022,549300TKFZR4QBNE5D40,11700,NC,37021,37021002401,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Female,1,71,2,2,31,1,2,2,2,265000.0,89.587,5.0,0.773,2,18721.91,NA,11064.37,5281.42,,372,NA,NA,2,1,2,2,285000,2,1,1,1,1,NA,90,41,2,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,55-64,55-64,Yes,No,1,1,1,,,,,10,,,,3554,14.88,80300,101,886,1587,36
