activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007001800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,2,1,1,2,2,2,75000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,38,50%-60%,1,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,3,,,,,1,,,,4092,39.25,76400,54,667,1543,73
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055014503,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,175000.0,95.0,4.75,0.584,2,3451.95,NA,1400.0,,,180,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,141,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,3300,23.27,91200,112,1096,1198,56
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055011604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,115000.0,80.0,6.875,0.434,2,4375.0,NA,2504.0,1104.0,75.0,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,49,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,2650,11.58,91200,163,1031,1058,53
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055014003,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,195000.0,70.0,3.625,0.111,2,3756.95,NA,1400.0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,64,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,4641,27.41,91200,94,1431,1596,60
2022,549300ZGZ9WQMJLEPH17,15380,NY,36063,36063023401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,255000.0,80.0,3.75,0.664,2,3631.95,NA,1400.0,,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,81,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,6903,16.38,87700,109,2246,2735,46
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029000200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,1,1,2,2,2,225000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,225000,1,1,3,5,2,NA,33,50%-60%,2,10,1,12,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,1,1,3,,,,,1,,,,4450,34.79,87700,73,701,1822,0
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007012800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,95000.0,96.5,3.375,1.351,2,5803.1,NA,2104.85,854.85,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,40,49,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,3,,,,,10,,,,5100,17.98,76400,98,1415,1999,70
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,6,2,2,1,1,2,2,2,175000.0,99.5,4.625,1.761,2,6431.26,NA,1200.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,63,47,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,4895,31.73,91200,80,1394,2044,62
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,6,2,1,1,1,2,2,2,195000.0,80.0,4.0,0.138,2,3012.95,NA,1400.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,40,47,1,9,2,,,,,2,,,,,2,2,27,,,,,27,,,,,2,2,2,1,2,2,<25,<25,No,No,1,1,1,,,,,10,,,,7467,39.8,91200,133,1902,2365,25
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029014501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,32,1,2,2,2,175000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,3,3,5,2,NA,116,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,6,,,,,10,,,,3601,8.03,87700,87,1453,1711,60
2022,549300ZGZ9WQMJLEPH17,99999,NY,36037,36037950301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,2,1,1,2,2,2,195000.0,85.0,4.125,1.16,2,6921.83,NA,1250.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,50,47,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,1,1,3,,,,,10,,,,2706,5.03,76700,124,870,1292,74
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067016700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Joint,2,0,2,1,1,1,2,2,2,495000.0,55.31,3.125,0.007,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,895000,1,1,3,5,1,NA,201,45,3,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,1,2,2,45-54,65-74,No,Yes,1,1,2,,,,,10,,,,2456,7.13,91100,118,919,1377,54
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029010201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,2,1,1,2,2,2,165000.0,93.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,34,50%-60%,3,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,3,,,,,6,,,,2727,41.8,87700,94,804,1105,69
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067000900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,205000.0,80.0,3.375,0.355,2,3019.95,NA,1400.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,46,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3120,29.1,91100,140,918,1319,0
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029013103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,32,1,2,2,2,305000.0,77.28,3.375,0.3,2,4847.45,NA,2945.5,1545.5,,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,147,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,35-44,No,No,1,1,2,,,,,10,,,,4541,7.71,87700,155,1440,1552,27
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029008900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,215000.0,95.0,3.5,0.594,2,4555.84,NA,2211.89,811.89,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,66,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,1,,,,,10,,,,4200,10.74,87700,129,1362,1725,68
2022,549300ZGZ9WQMJLEPH17,45060,NY,36075,36075020705,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,185000.0,96.5,3.875,1.769,2,6032.99,NA,455.1,,4050.0,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,77,36,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,3,,,,,10,,,,2214,6.32,91100,86,608,867,30
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029012902,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,32,1,2,2,2,225000.0,80.0,2.5,0.114,2,2569.95,NA,1100.0,,,180,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,NA,<20%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,1,1,2,,,,,10,,,,4129,9.57,87700,107,1050,1244,29
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013901,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,165000.0,97.0,3.5,0.729,2,3446.95,NA,1400.0,,,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,53,36,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3912,25.64,91200,73,1257,1462,65
2022,549300ZGZ9WQMJLEPH17,10580,NY,36083,36083052406,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,6,2,1,1,1,2,2,2,165000.0,35.48,3.0,-0.025,2,4038.95,NA,2225.0,825.0,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,68,20%-<30%,3,10,2,,,,,5,,,,,2,4,2,22,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4532,23.41,106000,116,1383,1587,33
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055006800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,105000.0,70.75,3.0,0.014,2,3703.92,NA,1797.97,397.97,2500.0,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,63,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,1,1,2,,,,,10,,,,2730,78.13,91200,61,566,1242,0
2022,549300ZGZ9WQMJLEPH17,45060,NY,36053,36053030300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,95000.0,75.0,4.375,NA,3,4043.2,NA,2086.25,,110.4,360,NA,NA,2,2,2,2,125000,1,3,3,5,4,NA,163,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,55-64,No,No,1,1,2,,,,,10,,,,5363,10.09,91100,83,1191,2083,59
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029017502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,175000.0,80.0,5.375,0.36,2,4304.95,NA,2280.0,880.0,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,67,46,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,2248,6.18,87700,93,751,1011,70
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029013001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,2,1,1,2,2,2,215000.0,95.0,4.75,1.893,2,7409.08,NA,1250.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,103,20%-<30%,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,45-54,No,No,1,1,3,,,,,10,,,,2996,11.15,87700,88,961,1185,64
2022,549300ZGZ9WQMJLEPH17,10580,NY,36091,36091062506,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,375000.0,95.0,3.75,0.345,2,4754.95,NA,1400.0,,,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,146,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5729,21.07,106000,128,1713,1870,39
2022,549300ZGZ9WQMJLEPH17,15380,NY,36063,36063023001,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,85000.0,85.0,6.0,0.274,2,4442.89,NA,2380.94,780.94,,360,NA,NA,2,2,2,2,105000,1,1,3,5,2,NA,75,49,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,55-64,No,Yes,1,1,2,,,,,10,,,,2208,12.5,87700,75,619,1037,0
2022,549300ZGZ9WQMJLEPH17,99999,NY,36077,36077590402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,145000.0,69.28,NA,NA,3,NA,NA,NA,NA,NA,180,NA,NA,2,2,2,2,215000,1,2,3,5,1,NA,114,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,55-64,25-34,No,No,1,1,2,,,,,4,,,,3441,6.42,76700,110,1252,1875,46
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067014200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,115000.0,95.0,3.75,0.926,2,3107.95,NA,1400.0,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,64,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,4315,27.97,91100,71,1258,1695,68
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,155000.0,45.45,3.5,0.518,3,4561.95,NA,2525.0,,,360,NA,NA,2,2,2,2,335000,1,2,3,5,1,NA,130,46,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,1,1,2,,,,,10,,,,4218,13.8,76400,156,1499,1804,62
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029014000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,325000.0,95.0,4.125,0.561,2,3885.95,NA,1400.0,,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,150,20%-<30%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,25-34,No,No,1,1,2,,,,,10,,,,3694,5.47,87700,133,1072,1480,75
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055011605,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,405000.0,90.0,3.75,0.376,2,4493.95,NA,1400.0,,,360,NA,NA,2,2,2,2,455000,1,1,3,5,1,NA,162,37,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,2,,,,,10,,,,2239,12.82,91200,110,562,751,55
2022,549300ZGZ9WQMJLEPH17,27060,NY,36109,36109001500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Joint,1,6,2,1,1,1,2,2,2,545000.0,80.0,3.66,-0.115,2,11402.0,NA,8250.0,6850.0,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,127,38,3,9,2,,,,,2,,,,,2,2,1,,,,,1,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,6321,28.51,100300,120,1404,2044,32
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055010100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,105000.0,103.67,3.5,0.531,2,2919.45,NA,900.0,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,44,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,5,,,,,10,,,,3555,15.44,91200,102,1271,1480,66
2022,549300ZGZ9WQMJLEPH17,15380,NY,36063,36063023302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,1,2,2,2,145000.0,80.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,35,47,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,2,1,,,3824,13.52,87700,77,733,1117,60
2022,549300ZGZ9WQMJLEPH17,10580,NY,36091,36091060102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,235000.0,96.5,3.875,1.349,2,8287.45,NA,1250.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,128,41,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,3,,,,,10,,,,6304,9.34,106000,90,1861,2438,37
2022,549300ZGZ9WQMJLEPH17,10580,NY,36001,36001013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,145000.0,95.0,3.75,0.699,2,3742.95,NA,1400.0,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,51,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,7028,14.78,106000,82,2056,2687,62
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029009900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,195000.0,95.0,3.625,0.253,2,3484.95,NA,1400.0,,300.0,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,50,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,3775,19.34,87700,75,1012,1550,71
2022,549300ZGZ9WQMJLEPH17,40380,NY,36123,36123150302,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,125000.0,97.0,3.75,0.582,2,3275.95,NA,1400.0,,,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,40,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,2,,,,,10,,,,2296,5.75,91200,76,704,1470,42
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055013206,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,6,2,1,1,1,2,2,2,155000.0,70.0,5.375,0.143,2,2830.95,NA,1400.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,48,42,2,9,3,,,,,3,,,,,2,2,6,,,,,6,,,,,2,2,2,3,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,7467,39.8,91200,133,1902,2365,25
2022,549300ZGZ9WQMJLEPH17,10580,NY,36083,36083041300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,165000.0,97.0,3.625,0.961,2,3571.95,NA,1400.0,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,56,41,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,5283,33.56,106000,85,601,978,72
2022,549300ZGZ9WQMJLEPH17,13780,NY,36007,36007001600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,1,1,1,2,2,2,85000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,46,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,2277,19.32,76400,138,776,1027,65
2022,549300ZGZ9WQMJLEPH17,99999,NY,36035,36035970100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,1,1,2,2,2,185000.0,96.5,3.75,1.007,2,6535.82,NA,1250.0,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,61,38,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,3,,,,,10,,,,2472,7.44,76700,97,831,1916,58
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029009702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,155000.0,80.0,4.25,0.375,2,3374.95,NA,1400.0,,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,56,41,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,4481,10.6,87700,97,1455,1818,59
2022,549300ZGZ9WQMJLEPH17,45060,NY,36067,36067001702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,125000.0,86.21,5.125,0.119,2,2957.75,NA,1400.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,143,47,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,45-54,No,No,1,1,2,,,,,10,,,,2572,41.76,91100,85,526,1078,0
2022,549300ZGZ9WQMJLEPH17,99999,NY,36035,36035971300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,2,1,1,2,2,2,65000.0,96.5,3.5,1.608,2,4497.85,NA,1250.0,,,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,25,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,1,1,3,,,,,10,,,,4570,11.64,76700,103,1305,2013,0
2022,549300ZGZ9WQMJLEPH17,46540,NY,36065,36065023501,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,32,1,2,2,2,245000.0,65.2,2.625,0.31,2,3166.95,NA,1400.0,,,180,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,150,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,>74,Yes,Yes,1,1,2,,,,,10,,,,2290,6.46,82400,132,874,961,61
2022,549300ZGZ9WQMJLEPH17,40380,NY,36055,36055006300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,71,2,2,1,1,2,2,2,135000.0,96.5,3.75,0.923,2,5590.09,NA,1250.0,,2500.0,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,35,38,3,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,3,,,,,10,,,,3076,87.32,91200,71,561,1170,0
2022,549300ZGZ9WQMJLEPH17,24020,NY,36113,36113070702,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,3,1,1,2,2,2,255000.0,100.0,3.625,0.699,2,9366.38,NA,1150.0,,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,93,43,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4909,9.84,86300,146,1780,2013,38
2022,549300ZGZ9WQMJLEPH17,15380,NY,36029,36029015402,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,1,6,2,1,1,1,2,2,2,215000.0,80.0,3.5,0.425,3,3542.38,NA,1929.43,529.43,,360,NA,NA,2,2,2,2,265000,1,2,3,5,1,NA,77,44,1,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,4889,7.28,87700,100,1553,2106,62
